profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,2512.546194,2607.604902,-95.058708,62.030408,64.360802,-2.330394,62.030408,64.360802,-2.330394,115.354848,122.241935,-6.887087,58.713285,60.703198,-1.989913
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,6995.904077,9185.297797,-2189.39372,173.788352,228.58385,-54.795498,173.788352,228.58385,-54.795498,166.802966,160.853652,5.949314,169.982512,224.837485,-54.854973
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,6995.904077,7647.955706,-652.051629,173.788352,190.162766,-16.374414,173.788352,190.162766,-16.374414,166.802966,157.424503,9.378463,169.982512,186.311408,-16.328896
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,6995.904077,7360.814641,-364.910564,173.788352,182.812951,-9.024599,173.788352,182.812951,-9.024599,166.802966,181.173339,-14.370373,169.982512,178.663786,-8.681274
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,12931.338159,15868.742638,-2937.404479,321.427045,394.768918,-73.341873,321.427045,394.768918,-73.341873,286.284611,302.979819,-16.695208,316.618771,389.9264,-73.307629
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,12931.338159,13898.977163,-967.639004,321.427045,345.581872,-24.154827,321.427045,345.581872,-24.154827,286.284611,292.609895,-6.325284,316.618771,340.696668,-24.077897
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,12931.338159,14211.590296,-1280.252137,321.427045,353.15929,-31.732245,321.427045,353.15929,-31.732245,286.284611,327.874504,-41.589893,316.618771,347.660247,-31.041476
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,15141.213304,18191.509119,-3050.295815,375.889511,451.928906,-76.039395,375.889511,451.928906,-76.039395,410.897899,446.875192,-35.977293,370.787417,446.614123,-75.826706
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,15141.213304,16224.000321,-1082.787017,375.889511,402.836853,-26.947342,375.889511,402.836853,-26.947342,410.897899,430.094639,-19.19674,370.787417,397.413253,-26.625836
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,15141.213304,16674.031082,-1532.817778,375.889511,413.834058,-37.944547,375.889511,413.834058,-37.944547,410.897899,468.545879,-57.64798,370.787417,407.926564,-37.139147
