profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
fast,RI5,Greedy-Time-Base,1.0,1.0,0.0,1967.180907,2552.400689,-585.219782,330.381474,459.923937,-129.542463,330.381474,459.923937,-129.542463,369.226017,472.161059,-102.935042,325.70978,454.452416,-128.742636
fast,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,1967.180907,2044.471099,-77.290192,330.381474,343.374099,-12.992625,330.381474,343.374099,-12.992625,369.226017,383.723548,-14.497531,325.70978,338.510825,-12.801045
fast,RI5,Greedy-HazardAware,1.0,1.0,0.0,1967.180907,2045.598142,-78.417235,330.381474,341.781752,-11.400278,330.381474,341.781752,-11.400278,369.226017,384.333029,-15.107012,325.70978,336.914158,-11.204378
safe,RI1,Greedy-Time-Base,1.0,1.0,0.0,14.6215,13.189445,1.432055,0.0,0.0,0.0,0.0,0.0,0.0,51.71342,46.402692,5.310728,0.0,0.0,0.0
safe,RI1,Greedy-Time-SoftPenalty,1.0,1.0,0.0,14.6215,13.189445,1.432055,0.0,0.0,0.0,0.0,0.0,0.0,51.71342,46.402692,5.310728,0.0,0.0,0.0
safe,RI1,Greedy-HazardAware,1.0,1.0,0.0,14.6215,13.089811,1.531689,0.0,0.0,0.0,0.0,0.0,0.0,51.71342,46.229481,5.483939,0.0,0.0,0.0
safe,RI2,Greedy-Time-Base,1.0,1.0,0.0,2093.868602,4979.831255,-2885.962653,51.669407,123.804962,-72.135555,51.669407,123.804962,-72.135555,99.617903,103.55517,-3.937267,48.781548,121.120763,-72.339215
safe,RI2,Greedy-Time-SoftPenalty,1.0,1.0,0.0,2093.868602,2383.56109,-289.692488,51.669407,59.042325,-7.372918,51.669407,59.042325,-7.372918,99.617903,80.517193,19.10071,48.781548,57.1294,-8.347852
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,2093.868602,2130.923047,-37.054445,51.669407,52.59706,-0.927653,51.669407,52.59706,-0.927653,99.617903,99.548495,0.069408,48.781548,49.682387,-0.900839
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,5834.065132,10496.272084,-4662.206952,144.868148,261.229269,-116.361121,144.868148,261.229269,-116.361121,147.37126,180.590332,-33.219072,141.482454,256.9732,-115.490746
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,5834.065132,6191.554787,-357.489655,144.868148,153.863627,-8.995479,144.868148,153.863627,-8.995479,147.37126,139.797003,7.574257,141.482454,150.307827,-8.825373
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,5834.065132,5925.773293,-91.708161,144.868148,147.140998,-2.27285,144.868148,147.140998,-2.27285,147.37126,150.286882,-2.915622,141.482454,143.680677,-2.198223
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,11549.083709,17080.883032,-5531.799323,287.003819,424.868776,-137.864957,287.003819,424.868776,-137.864957,265.251054,334.682618,-69.431564,282.493061,419.603902,-137.110841
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,11549.083709,12079.857996,-530.774287,287.003819,300.270223,-13.266404,287.003819,300.270223,-13.266404,265.251054,266.221515,-0.970461,282.493061,295.746646,-13.253585
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,11549.083709,12005.5747,-456.490991,287.003819,298.340956,-11.337137,287.003819,298.340956,-11.337137,265.251054,276.836619,-11.585565,282.493061,293.661861,-11.1688
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,13261.001162,18517.849857,-5256.848695,329.115711,459.923937,-130.808226,329.115711,459.923937,-130.808226,374.125036,472.161059,-98.036023,324.393133,454.452416,-130.059283
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,13261.001162,13833.761595,-572.760433,329.115711,343.374099,-14.258388,329.115711,343.374099,-14.258388,374.125036,383.723548,-9.598512,324.393133,338.510825,-14.117692
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,13261.001162,13786.248828,-525.247666,329.115711,342.139796,-13.024085,329.115711,342.139796,-13.024085,374.125036,390.665021,-16.539985,324.393133,337.222123,-12.82899
