profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,2479.39545,2516.093089,-36.697639,61.24515,62.147202,-0.902052,61.24515,62.147202,-0.902052,109.18771,111.501976,-2.314266,58.090701,58.851394,-0.760693
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,6172.350889,11447.653788,-5275.302899,153.274164,284.921935,-131.647771,153.274164,284.921935,-131.647771,155.123158,194.935016,-39.811858,149.638139,280.310478,-130.672339
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,6172.350889,6461.063945,-288.713056,153.274164,160.551695,-7.277531,153.274164,160.551695,-7.277531,155.123158,147.277309,7.845849,149.638139,156.763299,-7.12516
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,6172.350889,6239.598968,-67.248079,153.274164,154.936663,-1.662499,153.274164,154.936663,-1.662499,155.123158,157.873759,-2.750601,149.638139,151.242449,-1.60431
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,11694.629789,17299.916707,-5605.286918,290.64483,430.331824,-139.686994,290.64483,430.331824,-139.686994,265.055267,336.823211,-71.767944,286.16271,425.034532,-138.871822
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,11694.629789,12323.449145,-628.819356,290.64483,306.341889,-15.697059,290.64483,306.341889,-15.697059,265.055267,269.146887,-4.09162,286.16271,301.753542,-15.590832
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,11694.629789,12173.129567,-478.499778,290.64483,302.517498,-11.872668,290.64483,302.517498,-11.872668,265.055267,278.790254,-13.734987,286.16271,297.79613,-11.63342
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,13822.9332,19837.959337,-6015.026137,343.064742,492.748825,-149.684083,343.064742,492.748825,-149.684083,389.611776,500.08364,-110.471864,338.151975,486.947766,-148.795791
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,13822.9332,14569.784007,-746.850807,343.064742,361.655436,-18.590694,343.064742,361.655436,-18.590694,389.611776,402.312466,-12.70069,338.151975,356.536523,-18.384548
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,13822.9332,14393.730454,-570.797254,343.064742,357.212795,-14.148053,343.064742,357.212795,-14.148053,389.611776,408.361862,-18.750086,338.151975,352.067749,-13.915774
