profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
fast,RI5,Greedy-Time-Base,1.0,1.0,0.0,1967.52299,2514.429308,-546.906318,310.493579,427.571033,-117.077454,310.493579,427.571033,-117.077454,342.402716,431.347766,-88.94505,306.026194,422.388914,-116.36272
fast,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,1967.52299,2051.824617,-84.301627,310.493579,322.705486,-12.211907,310.493579,322.705486,-12.211907,342.402716,357.293892,-14.891176,306.026194,318.073859,-12.047665
fast,RI5,Greedy-HazardAware,1.0,1.0,0.0,1967.52299,2054.036083,-86.513093,310.493579,321.005123,-10.511544,310.493579,321.005123,-10.511544,342.402716,358.098554,-15.695838,306.026194,316.352435,-10.326241
safe,RI1,Greedy-Time-Base,1.0,1.0,0.0,15.894592,13.778917,2.115675,0.0,0.0,0.0,0.0,0.0,0.0,51.25922,44.166985,7.092235,0.0,0.0,0.0
safe,RI1,Greedy-Time-SoftPenalty,1.0,1.0,0.0,15.894592,13.778917,2.115675,0.0,0.0,0.0,0.0,0.0,0.0,51.25922,44.166985,7.092235,0.0,0.0,0.0
safe,RI1,Greedy-HazardAware,1.0,1.0,0.0,15.894592,13.693519,2.201073,0.0,0.0,0.0,0.0,0.0,0.0,51.25922,44.075051,7.184169,0.0,0.0,0.0
safe,RI2,Greedy-Time-Base,1.0,1.0,0.0,1832.806291,5053.410841,-3220.60455,45.160389,125.592218,-80.431829,45.160389,125.592218,-80.431829,87.788795,102.037979,-14.249184,43.855923,123.13377,-79.277847
safe,RI2,Greedy-Time-SoftPenalty,1.0,1.0,0.0,1832.806291,2155.358542,-322.552251,45.160389,53.292605,-8.132216,45.160389,53.292605,-8.132216,87.788795,79.128024,8.660771,43.855923,51.807488,-7.951565
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,1832.806291,1845.236756,-12.430465,45.160389,45.488353,-0.327964,45.160389,45.488353,-0.327964,87.788795,85.579987,2.208808,43.855923,44.183841,-0.327918
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,5398.693275,10143.002043,-4744.308768,133.875329,252.309335,-118.434006,133.875329,252.309335,-118.434006,149.588134,177.612698,-28.024564,129.963357,247.765254,-117.801897
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,5398.693275,5868.456901,-469.763626,133.875329,145.715279,-11.83995,133.875329,145.715279,-11.83995,149.588134,137.695163,11.892971,129.963357,141.776044,-11.812687
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,5398.693275,5478.817567,-80.124292,133.875329,135.861154,-1.985825,133.875329,135.861154,-1.985825,149.588134,151.931757,-2.343623,129.963357,131.874204,-1.910847
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,11014.576029,15809.255093,-4794.679064,273.587426,393.045504,-119.458078,273.587426,393.045504,-119.458078,250.406076,310.802162,-60.396086,269.207121,387.999789,-118.792668
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,11014.576029,11548.61736,-534.041331,273.587426,286.91808,-13.330654,273.587426,286.91808,-13.330654,250.406076,253.685049,-3.278973,269.207121,282.528375,-13.321254
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,11014.576029,11471.038186,-456.462157,273.587426,284.916545,-11.329119,273.587426,284.916545,-11.329119,250.406076,261.940466,-11.53439,269.207121,280.363282,-11.156161
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,12367.017074,17223.516337,-4856.499263,306.703062,427.571033,-120.867971,306.703062,427.571033,-120.867971,351.06882,431.347766,-80.278946,302.167904,422.388914,-120.22101
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,12367.017074,13008.710078,-641.693004,306.703062,322.705486,-16.002424,306.703062,322.705486,-16.002424,351.06882,357.293892,-6.225072,302.167904,318.073859,-15.905955
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,12367.017074,12884.665132,-517.648058,306.703062,319.53428,-12.831218,306.703062,319.53428,-12.831218,351.06882,366.644599,-15.575779,302.167904,314.833309,-12.665405
