ri_key,balanced_objective,balanced_time,balanced_common_risk,balanced_success_rate,fast_objective,fast_time,fast_common_risk,fast_success_rate,safe_objective,safe_time,safe_common_risk,safe_success_rate,safe_minus_fast_common_risk,safe_minus_fast_time,safe_lower_common_risk_than_fast,fast_faster_than_safe
RI1,67.748372,42.646082,0.0,1.0,204.632887,42.022925,0.0,1.0,15.894592,51.25922,0.0,1.0,0.0,9.236295,0,1
RI2,492.623172,82.687528,45.270281,1.0,421.631633,76.105217,52.016994,1.0,1832.806291,87.788795,45.160389,1.0,-6.856605,11.683578,1,1
RI3,1293.77816,141.547506,133.976921,1.0,784.909569,132.470739,142.796287,1.0,5398.693275,149.588134,133.875329,1.0,-8.920958,17.117395,1,1
RI4,2573.9617,246.565719,273.626231,1.0,1451.792461,242.886901,275.856662,1.0,11014.576029,250.406076,273.587426,1.0,-2.269236,7.519175,1,1
RI5,3001.020695,347.743475,307.355796,1.0,1967.52299,342.402716,310.493579,1.0,12367.017074,351.06882,306.703062,1.0,-3.790517,8.666104,1,1
