ri_key,balanced_objective,balanced_time,balanced_common_risk,balanced_success_rate,fast_objective,fast_time,fast_common_risk,fast_success_rate,safe_objective,safe_time,safe_common_risk,safe_success_rate,safe_minus_fast_common_risk,safe_minus_fast_time,safe_lower_common_risk_than_fast,fast_faster_than_safe
RI2,638.127269,97.078765,62.28058,1.0,453.843525,86.936305,67.335744,1.0,2480.184564,109.430332,61.26297,1.0,-6.072774,22.494027,1,1
RI3,1436.927361,146.501879,153.323813,1.0,786.996287,142.079624,156.150644,1.0,6170.47662,156.335771,153.218721,1.0,-2.931923,14.256147,1,1
RI4,2700.211396,261.732209,290.74421,1.0,1435.347509,257.385268,293.879645,1.0,11696.187001,265.136576,290.683205,1.0,-3.19644,7.751308,1,1
RI5,3298.774499,387.22807,343.229345,1.0,2056.323255,385.946078,345.406537,1.0,13821.71875,389.771841,343.033404,1.0,-2.373133,3.825763,1,1
