profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,2480.184564,2516.093089,-35.908525,61.26297,62.147202,-0.884232,61.26297,62.147202,-0.884232,109.430332,111.501976,-2.071644,58.095062,58.851394,-0.756332
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,6170.47662,11447.653788,-5277.177168,153.218721,284.921935,-131.703214,153.218721,284.921935,-131.703214,156.335771,194.935016,-38.599245,149.579361,280.310478,-130.731117
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,6170.47662,6461.063945,-290.587325,153.218721,160.551695,-7.332974,153.218721,160.551695,-7.332974,156.335771,147.277309,9.058462,149.579361,156.763299,-7.183938
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,6170.47662,6239.598968,-69.122348,153.218721,154.936663,-1.717942,153.218721,154.936663,-1.717942,156.335771,157.873759,-1.537988,149.579361,151.242449,-1.663088
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,11696.187001,17299.916707,-5603.729706,290.683205,430.331824,-139.648619,290.683205,430.331824,-139.648619,265.136576,336.823211,-71.686635,286.192856,425.034532,-138.841676
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,11696.187001,12323.449145,-627.262144,290.683205,306.341889,-15.658684,290.683205,306.341889,-15.658684,265.136576,269.146887,-4.010311,286.192856,301.753542,-15.560686
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,11696.187001,12173.129567,-476.942566,290.683205,302.517498,-11.834293,290.683205,302.517498,-11.834293,265.136576,278.790254,-13.653678,286.192856,297.79613,-11.603274
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,13821.71875,19837.959337,-6016.240587,343.033404,492.748825,-149.715421,343.033404,492.748825,-149.715421,389.771841,500.08364,-110.311799,338.119862,486.947766,-148.827904
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,13821.71875,14569.784007,-748.065257,343.033404,361.655436,-18.622032,343.033404,361.655436,-18.622032,389.771841,402.312466,-12.540625,338.119862,356.536523,-18.416661
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,13821.71875,14393.730454,-572.011704,343.033404,357.212795,-14.179391,343.033404,357.212795,-14.179391,389.771841,408.361862,-18.590021,338.119862,352.067749,-13.947887
