profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,2479.937831,2516.093089,-36.155258,61.254231,62.147202,-0.892971,61.254231,62.147202,-0.892971,109.832436,111.501976,-1.66954,58.086799,58.851394,-0.764595
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,6175.32402,11447.653788,-5272.329768,153.350754,284.921935,-131.571181,153.350754,284.921935,-131.571181,154.808846,194.935016,-40.12617,149.759871,280.310478,-130.550607
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,6175.32402,6461.063945,-285.739925,153.350754,160.551695,-7.200941,153.350754,160.551695,-7.200941,154.808846,147.277309,7.531537,149.759871,156.763299,-7.003428
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,6175.32402,6239.598968,-64.274948,153.350754,154.936663,-1.585909,153.350754,154.936663,-1.585909,154.808846,157.873759,-3.064913,149.759871,151.242449,-1.482578
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,11717.075536,17299.916707,-5582.841171,291.198308,430.331824,-139.133516,291.198308,430.331824,-139.133516,266.174062,336.823211,-70.649149,286.693966,425.034532,-138.340566
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,11717.075536,12323.449145,-606.373609,291.198308,306.341889,-15.143581,291.198308,306.341889,-15.143581,266.174062,269.146887,-2.972825,286.693966,301.753542,-15.059576
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,11717.075536,12173.129567,-456.054031,291.198308,302.517498,-11.31919,291.198308,302.517498,-11.31919,266.174062,278.790254,-12.616192,286.693966,297.79613,-11.102164
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,13862.315137,19837.959337,-5975.6442,344.035292,492.748825,-148.713533,344.035292,492.748825,-148.713533,391.740846,500.08364,-108.342794,339.098144,486.947766,-147.849622
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,13862.315137,14569.784007,-707.46887,344.035292,361.655436,-17.620144,344.035292,361.655436,-17.620144,391.740846,402.312466,-10.57162,339.098144,356.536523,-17.438379
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,13862.315137,14393.730454,-531.415317,344.035292,357.212795,-13.177503,344.035292,357.212795,-13.177503,391.740846,408.361862,-16.621016,339.098144,352.067749,-12.969605
