profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
fast,RI4,Greedy-Time-Base,1.0,1.0,0.0,1426.854095,1908.521818,-481.667723,290.968372,424.868776,-133.900404,290.968372,424.868776,-133.900404,256.120494,334.682618,-78.562124,286.588852,419.603902,-133.01505
fast,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,1426.854095,1480.970015,-54.11592,290.968372,300.270223,-9.301851,290.968372,300.270223,-9.301851,256.120494,266.221515,-10.101021,286.588852,295.746646,-9.157794
fast,RI4,Greedy-HazardAware,1.0,1.0,0.0,1426.854095,1487.139581,-60.285486,290.968372,299.43444,-8.466068,290.968372,299.43444,-8.466068,256.120494,267.795122,-11.674628,286.588852,294.875565,-8.286713
fast,RI5,Greedy-Time-Base,1.0,1.0,0.0,1963.686205,2552.400689,-588.714484,330.21668,459.923937,-129.707257,330.21668,459.923937,-129.707257,368.473979,472.161059,-103.68708,325.554275,454.452416,-128.898141
fast,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,1963.686205,2044.471099,-80.784894,330.21668,343.374099,-13.157419,330.21668,343.374099,-13.157419,368.473979,383.723548,-15.249569,325.554275,338.510825,-12.95655
fast,RI5,Greedy-HazardAware,1.0,1.0,0.0,1963.686205,2045.598142,-81.911937,330.21668,341.781752,-11.565072,330.21668,341.781752,-11.565072,368.473979,384.333029,-15.85905,325.554275,336.914158,-11.359883
safe,RI1,Greedy-Time-Base,1.0,1.0,0.0,15.133015,13.189445,1.94357,0.0,0.0,0.0,0.0,0.0,0.0,53.487162,46.402692,7.08447,0.0,0.0,0.0
safe,RI1,Greedy-Time-SoftPenalty,1.0,1.0,0.0,15.133015,13.189445,1.94357,0.0,0.0,0.0,0.0,0.0,0.0,53.487162,46.402692,7.08447,0.0,0.0,0.0
safe,RI1,Greedy-HazardAware,1.0,1.0,0.0,15.133015,13.089811,2.043204,0.0,0.0,0.0,0.0,0.0,0.0,53.487162,46.229481,7.257681,0.0,0.0,0.0
safe,RI2,Greedy-Time-Base,1.0,1.0,0.0,2096.672456,4979.831255,-2883.158799,51.740647,123.804962,-72.064315,51.740647,123.804962,-72.064315,99.540786,103.55517,-4.014384,48.836773,121.120763,-72.28399
safe,RI2,Greedy-Time-SoftPenalty,1.0,1.0,0.0,2096.672456,2383.56109,-286.888634,51.740647,59.042325,-7.301678,51.740647,59.042325,-7.301678,99.540786,80.517193,19.023593,48.836773,57.1294,-8.292627
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,2096.672456,2130.923047,-34.250591,51.740647,52.59706,-0.856413,51.740647,52.59706,-0.856413,99.540786,99.548495,-0.007709,48.836773,49.682387,-0.845614
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,5838.770335,10496.272084,-4657.501749,144.97666,261.229269,-116.252609,144.97666,261.229269,-116.252609,148.652216,180.590332,-31.938116,141.550787,256.9732,-115.422413
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,5838.770335,6191.554787,-352.784452,144.97666,153.863627,-8.886967,144.97666,153.863627,-8.886967,148.652216,139.797003,8.855213,141.550787,150.307827,-8.75704
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,5838.770335,5925.773293,-87.002958,144.97666,147.140998,-2.164338,144.97666,147.140998,-2.164338,148.652216,150.286882,-1.634666,141.550787,143.680677,-2.12989
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,11560.65531,17080.883032,-5520.227722,287.287734,424.868776,-137.581042,287.287734,424.868776,-137.581042,266.033439,334.682618,-68.649179,282.766052,419.603902,-136.83785
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,11560.65531,12079.857996,-519.202686,287.287734,300.270223,-12.982489,287.287734,300.270223,-12.982489,266.033439,266.221515,-0.188076,282.766052,295.746646,-12.980594
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,11560.65531,12005.5747,-444.91939,287.287734,298.340956,-11.053222,287.287734,298.340956,-11.053222,266.033439,276.836619,-10.80318,282.766052,293.661861,-10.895809
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,13246.126669,18517.849857,-5271.723188,328.746045,459.923937,-131.177892,328.746045,459.923937,-131.177892,373.783948,472.161059,-98.377111,324.03927,454.452416,-130.413146
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,13246.126669,13833.761595,-587.634926,328.746045,343.374099,-14.628054,328.746045,343.374099,-14.628054,373.783948,383.723548,-9.9396,324.03927,338.510825,-14.471555
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,13246.126669,13786.248828,-540.122159,328.746045,342.139796,-13.393751,328.746045,342.139796,-13.393751,373.783948,390.665021,-16.881073,324.03927,337.222123,-13.182853
