scenario_id,ri_key,profile,algorithm,success,failure_reason,delivered,objective,travel_time_min,distance_m,flood_exposure,landslide_exposure,blockage_exposure,risk_exposure,common_risk_exposure,hops,replan_count,visit_order,wall_time_ms
eval_risk_time_tradeoff_RI3_00025,RI3,balanced,Greedy-Time-Base,1,,5,1459.658113,129.124354,20199.61204,1.083898,5.752477,155.881428,159.299615,159.299615,145,0,1251436544|3824409417|3555331362|3806855153|3804362949,0.8727
eval_risk_time_tradeoff_RI3_00025,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1334.620096,122.568555,20733.177832,1.017067,5.669174,141.495783,144.838903,144.838903,143,0,1251436544|3824409417|3555331362|3806855153|3804362949,23.7457
eval_risk_time_tradeoff_RI3_00025,RI3,balanced,Greedy-HazardAware,1,,5,1241.386799,138.997365,26509.722125,5.393098,5.207764,124.902216,130.202647,130.202647,190,0,1251436544|3824409417|3806855153|3555331362|3804362949,0.0452
eval_risk_time_tradeoff_RI3_00025,RI3,balanced,Macro-DP-Oracle,1,,5,1208.495596,122.679037,22026.644646,3.075167,5.207764,124.902216,129.043681,129.043681,151,0,1251436544|3824409417|3555331362|3806855153|3804362949,0.0405
eval_risk_time_tradeoff_RI3_00025,RI3,balanced,Macro-DQN,1,,5,1212.386954,127.638601,24996.445794,2.182995,5.207764,124.902216,128.597595,128.597595,191,0,1251436544|3555331362|3824409417|3806855153|3804362949,32.8753
eval_risk_time_tradeoff_RI3_00026,RI3,balanced,Greedy-Time-Base,1,,5,1548.111883,123.86995,17813.011694,0.688169,4.398832,168.785305,171.328806,171.328806,115,0,7907415280|7938213170|6444544014|1141864517|1776074805,0.5028
eval_risk_time_tradeoff_RI3_00026,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1219.162254,130.888952,27517.765963,1.660037,5.080679,125.520782,128.89114,128.89114,171,0,7938213170|6444544014|1141864517|1776074805|7907415280,27.3453
eval_risk_time_tradeoff_RI3_00026,RI3,balanced,Greedy-HazardAware,1,,5,1219.162254,130.888952,27517.765963,1.660037,5.080679,125.520782,128.89114,128.89114,171,0,7938213170|6444544014|1141864517|1776074805|7907415280,0.0429
eval_risk_time_tradeoff_RI3_00026,RI3,balanced,Macro-DP-Oracle,1,,5,1100.78982,104.868611,19697.511821,0.756144,3.964525,116.424313,118.784648,118.784648,123,0,7907415280|7938213170|6444544014|1141864517|1776074805,0.0302
eval_risk_time_tradeoff_RI3_00026,RI3,balanced,Macro-DQN,1,,5,1100.78982,104.868611,19697.511821,0.756144,3.964525,116.424313,118.784648,118.784648,123,0,7907415280|7938213170|6444544014|1141864517|1776074805,23.5292
eval_risk_time_tradeoff_RI3_00027,RI3,balanced,Greedy-Time-Base,1,,5,2617.492698,200.094092,24270.993013,1.71178,6.634218,287.206328,291.379327,291.379327,162,0,12702349163|3530598449|1556442202|3822514677|3527890795,0.6104
eval_risk_time_tradeoff_RI3_00027,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,2220.180909,182.423657,25957.358347,1.71178,5.777625,241.10618,244.850882,244.850882,169,0,12702349163|3530598449|1556442202|3822514677|3527890795,32.2112
eval_risk_time_tradeoff_RI3_00027,RI3,balanced,Greedy-HazardAware,1,,5,2210.531044,207.101306,36688.393239,2.77925,5.070682,235.23604,239.161006,239.161006,243,0,12702349163|3822514677|3527890795|3530598449|1556442202,0.0465
eval_risk_time_tradeoff_RI3_00027,RI3,balanced,Macro-DP-Oracle,1,,5,2046.211388,183.406734,30210.586158,2.208092,5.258598,219.155168,222.888513,222.888513,202,0,12702349163|3530598449|1556442202|3822514677|3527890795,0.0396
eval_risk_time_tradeoff_RI3_00027,RI3,balanced,Macro-DQN,1,,5,2046.211388,183.406734,30210.586158,2.208092,5.258598,219.155168,222.888513,222.888513,202,0,12702349163|3530598449|1556442202|3822514677|3527890795,36.1822
eval_risk_time_tradeoff_RI3_00028,RI3,balanced,Greedy-Time-Base,1,,5,2225.185462,178.182394,24619.150863,1.343729,5.372846,242.881604,246.239892,246.239892,162,0,1118275247|7912773928|7904837203|3527890795|9113120975,0.8819
eval_risk_time_tradeoff_RI3_00028,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1967.416451,168.061568,25030.434007,3.334998,4.52955,211.902392,215.834666,215.834666,150,0,1118275247|7912773928|7904837203|3527890795|9113120975,27.688
eval_risk_time_tradeoff_RI3_00028,RI3,balanced,Greedy-HazardAware,1,,5,1945.358078,189.447719,34672.802096,3.83131,4.804513,204.875254,209.193166,209.193166,213,0,1118275247|7912773928|7904837203|3527890795|9113120975,0.0501
eval_risk_time_tradeoff_RI3_00028,RI3,balanced,Macro-DP-Oracle,1,,5,1820.823274,167.877492,28049.411024,3.367461,5.081428,193.295079,197.519524,197.519524,169,0,9113120975|1118275247|7912773928|7904837203|3527890795,0.0422
eval_risk_time_tradeoff_RI3_00028,RI3,balanced,Macro-DQN,1,,5,1820.961384,169.855738,29617.765229,2.62297,5.081428,193.295079,197.147278,197.147278,199,0,9113120975|7912773928|1118275247|7904837203|3527890795,34.1679
eval_risk_time_tradeoff_RI3_00029,RI3,balanced,Greedy-Time-Base,1,,5,2103.896408,160.701653,15096.833657,2.800015,6.10566,229.831447,234.284285,234.284285,86,0,6420190229|8370443207|1388134561|7907651159|7904752192,0.4003
eval_risk_time_tradeoff_RI3_00029,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,2159.315301,169.512702,18441.041295,1.917406,6.624509,235.3441,239.615058,239.615058,109,0,6420190229|7907651159|8370443207|1388134561|7904752192,28.2639
eval_risk_time_tradeoff_RI3_00029,RI3,balanced,Greedy-HazardAware,1,,5,2035.752141,171.312215,20429.279927,3.975506,6.192342,218.750533,223.834457,223.834457,121,0,6420190229|7907651159|8370443207|1388134561|7904752192,0.0511
eval_risk_time_tradeoff_RI3_00029,RI3,balanced,Macro-DP-Oracle,1,,5,1932.094117,158.840921,19205.169822,3.350933,5.924381,208.47994,213.117597,213.117597,104,0,6420190229|7904752192|7907651159|8370443207|1388134561,0.0416
eval_risk_time_tradeoff_RI3_00029,RI3,balanced,Macro-DQN,1,,5,1932.094117,158.840921,19205.169822,3.350933,5.924381,208.47994,213.117597,213.117597,104,0,6420190229|7904752192|7907651159|8370443207|1388134561,42.617
eval_risk_time_tradeoff_RI3_00030,RI3,balanced,Greedy-Time-Base,1,,5,2015.785639,155.726544,20595.462831,1.075309,5.00583,221.046391,224.08696,224.08696,141,0,9112383185|3530013251|3530013225|3812471374|7911768992,0.9313
eval_risk_time_tradeoff_RI3_00030,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1539.987199,132.35544,21788.573703,1.075309,3.691531,166.378642,168.762061,168.762061,148,0,9112383185|3530013251|3530013225|3812471374|7911768992,60.4298
eval_risk_time_tradeoff_RI3_00030,RI3,balanced,Greedy-HazardAware,1,,5,1735.726765,174.328512,33793.533717,3.222141,4.644447,181.753771,185.687065,185.687065,207,0,3812471374|3530013225|3530013251|7911768992|9112383185,0.126
eval_risk_time_tradeoff_RI3_00030,RI3,balanced,Macro-DP-Oracle,1,,5,1539.987199,132.35544,21788.573703,1.075309,3.691531,166.378642,168.762061,168.762061,148,0,9112383185|3530013251|3530013225|3812471374|7911768992,0.0763
eval_risk_time_tradeoff_RI3_00030,RI3,balanced,Macro-DQN,1,,5,1539.987199,132.35544,21788.573703,1.075309,3.691531,166.378642,168.762061,168.762061,148,0,9112383185|3530013251|3530013225|3812471374|7911768992,64.065
eval_risk_time_tradeoff_RI3_00031,RI3,balanced,Greedy-Time-Base,1,,5,2982.8187,223.099669,26793.864156,1.440848,8.159441,328.178818,332.978963,332.978963,140,0,7919918686|1409193876|8370541329|7912773928|1772724190,1.7268
eval_risk_time_tradeoff_RI3_00031,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,2415.114994,231.193343,40511.949746,5.474779,7.326955,254.083693,260.484561,260.484561,213,0,1409193876|8370541329|7912773928|7919918686|1772724190,44.0878
eval_risk_time_tradeoff_RI3_00031,RI3,balanced,Greedy-HazardAware,1,,5,2415.001515,232.346463,41515.018682,5.008537,7.326955,254.083693,260.251439,260.251439,224,0,1409193876|8370541329|7912773928|7919918686|1772724190,0.0664
eval_risk_time_tradeoff_RI3_00031,RI3,balanced,Macro-DP-Oracle,1,,5,2376.588518,214.52966,37289.366159,1.798435,7.326955,254.083693,258.646388,258.646388,203,0,7919918686|1409193876|8370541329|7912773928|1772724190,0.06
eval_risk_time_tradeoff_RI3_00031,RI3,balanced,Macro-DQN,1,,5,2376.588518,214.52966,37289.366159,1.798435,7.326955,254.083693,258.646388,258.646388,203,0,7919918686|1409193876|8370541329|7912773928|1772724190,59.5331
eval_risk_time_tradeoff_RI3_00032,RI3,balanced,Greedy-Time-Base,1,,5,1434.029463,107.660666,12030.409861,1.792412,3.711303,157.238427,159.990285,159.990285,85,0,9998741492|3802932986|1409193656|3807851471|3555337100,1.1384
eval_risk_time_tradeoff_RI3_00032,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1002.234551,92.276333,15158.810662,2.223413,2.694947,106.24798,108.70716,108.70716,122,0,3802932986|1409193656|9998741492|3807851471|3555337100,43.0925
eval_risk_time_tradeoff_RI3_00032,RI3,balanced,Greedy-HazardAware,1,,5,1311.097145,125.461323,21110.813683,3.915534,3.369091,137.703982,141.346294,141.346294,173,0,3802932986|1409193656|3807851471|9998741492|3555337100,0.0581
eval_risk_time_tradeoff_RI3_00032,RI3,balanced,Macro-DP-Oracle,1,,5,990.9669,86.102384,13223.497035,1.653686,2.694947,106.24798,108.422297,108.422297,102,0,9998741492|3802932986|1409193656|3807851471|3555337100,0.0582
eval_risk_time_tradeoff_RI3_00032,RI3,balanced,Macro-DQN,1,,5,998.141819,89.847265,14324.001845,2.084687,2.694947,106.24798,108.637797,108.637797,114,0,9998741492|1409193656|3802932986|3807851471|3555337100,40.3171
eval_risk_time_tradeoff_RI3_00033,RI3,balanced,Greedy-Time-Base,1,,5,3047.694763,231.174104,26293.080884,2.906949,9.32447,333.533496,339.649205,339.649205,142,0,3802919946|1409193943|6430071171|9112712018|9112467017,0.6932
eval_risk_time_tradeoff_RI3_00033,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,2626.704814,234.309174,37374.194505,3.403262,8.959742,280.194855,286.376357,286.376357,215,0,3802919946|1409193943|9112712018|6430071171|9112467017,41.1565
eval_risk_time_tradeoff_RI3_00033,RI3,balanced,Greedy-HazardAware,1,,5,2627.08239,237.724657,40222.922363,2.020362,9.109033,280.194855,285.759553,285.759553,260,0,1409193943|3802919946|9112712018|6430071171|9112467017,0.0666
eval_risk_time_tradeoff_RI3_00033,RI3,balanced,Macro-DP-Oracle,1,,5,2563.275979,240.561839,42140.360535,2.437105,9.53178,271.30321,277.287653,277.287653,253,0,3802919946|1409193943|9112467017|9112712018|6430071171,0.0491
eval_risk_time_tradeoff_RI3_00033,RI3,balanced,Macro-DQN,1,,5,2564.150272,239.81677,41285.761999,2.940833,9.53178,271.30321,277.539517,277.539517,245,0,3802919946|9112467017|1409193943|9112712018|6430071171,41.7829
eval_risk_time_tradeoff_RI3_00034,RI3,balanced,Greedy-Time-Base,1,,5,1397.213219,118.489783,17972.441456,1.804637,3.263435,150.898534,153.43257,153.43257,108,0,3530273867|3806284130|7920217597|9113208441|3527889070,0.5208
eval_risk_time_tradeoff_RI3_00034,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1204.240223,109.628406,18760.466809,1.271756,2.777886,128.836668,130.86149,130.86149,129,0,3530273867|3806284130|7920217597|9113208441|3527889070,29.6837
eval_risk_time_tradeoff_RI3_00034,RI3,balanced,Greedy-HazardAware,1,,5,886.087548,125.160708,30245.473957,4.064416,2.757673,84.823791,88.234836,88.234836,204,0,3530273867|3806284130|7920217597|9113208441|3527889070,0.0427
eval_risk_time_tradeoff_RI3_00034,RI3,balanced,Macro-DP-Oracle,1,,5,886.087548,125.160708,30245.473957,4.064416,2.757673,84.823791,88.234836,88.234836,204,0,3530273867|7920217597|3806284130|9113208441|3527889070,0.0373
eval_risk_time_tradeoff_RI3_00034,RI3,balanced,Macro-DQN,1,,5,886.087548,125.160708,30245.473957,4.064416,2.757673,84.823791,88.234836,88.234836,204,0,3530273867|3806284130|7920217597|9113208441|3527889070,33.1336
eval_risk_time_tradeoff_RI3_00035,RI3,balanced,Greedy-Time-Base,1,,5,1704.739061,137.24014,19014.534947,1.269194,5.005439,185.367043,188.50436,188.50436,134,0,9110166415|1118275245|7949725525|12702349163|6408350043,0.5856
eval_risk_time_tradeoff_RI3_00035,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1192.364822,142.811333,32143.904809,3.395269,4.026516,119.684099,123.394992,123.394992,191,0,9110166415|7949725525|12702349163|6408350043|1118275245,24.2558
eval_risk_time_tradeoff_RI3_00035,RI3,balanced,Greedy-HazardAware,1,,5,1192.186047,143.061506,32434.377579,3.256544,4.026516,119.684099,123.325629,123.325629,193,0,9110166415|7949725525|12702349163|6408350043|1118275245,0.0482
eval_risk_time_tradeoff_RI3_00035,RI3,balanced,Macro-DP-Oracle,1,,5,953.744345,103.102375,21994.899934,1.198444,3.13944,98.514306,100.683248,100.683248,151,0,9110166415|1118275245|7949725525|12702349163|6408350043,0.0385
eval_risk_time_tradeoff_RI3_00035,RI3,balanced,Macro-DQN,1,,5,960.4886,107.797954,23967.043186,1.198444,3.13944,98.514306,100.683248,100.683248,157,0,1118275245|9110166415|7949725525|12702349163|6408350043,31.6325
eval_risk_time_tradeoff_RI3_00036,RI3,balanced,Greedy-Time-Base,1,,5,2806.450416,201.430413,20458.087253,2.574635,7.291918,309.87423,314.807507,314.807507,125,0,9802896128|3555317766|3801819597|9998741488|3804362696,0.5158
eval_risk_time_tradeoff_RI3_00036,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,2561.322924,212.461125,26780.901027,7.262576,6.723741,275.165606,282.158764,282.158764,161,0,3801819597|9802896128|9998741488|3555317766|3804362696,37.208
eval_risk_time_tradeoff_RI3_00036,RI3,balanced,Greedy-HazardAware,1,,5,2465.374676,214.230926,29795.589257,7.06299,6.486272,263.026934,269.801565,269.801565,200,0,3801819597|9802896128|9998741488|3555317766|3804362696,0.0538
eval_risk_time_tradeoff_RI3_00036,RI3,balanced,Macro-DP-Oracle,1,,5,2430.93398,196.718245,24839.6905,4.800232,6.486272,263.026934,268.670186,268.670186,154,0,3555317766|9802896128|3801819597|9998741488|3804362696,0.0532
eval_risk_time_tradeoff_RI3_00036,RI3,balanced,Macro-DQN,1,,5,2430.953789,196.722578,24840.60052,4.801142,6.486272,263.026934,268.670641,268.670641,155,0,9998741488|3801819597|9802896128|3555317766|3804362696,43.9023
eval_risk_time_tradeoff_RI3_00037,RI3,balanced,Greedy-Time-Base,1,,5,1477.555105,109.801498,13614.849291,0.0,3.977984,163.074808,165.0638,165.0638,74,0,3530013251|7904540578|3806317421|1556433904|6366865920,0.6155
eval_risk_time_tradeoff_RI3_00037,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1072.323127,104.272285,20528.240021,0.496313,3.049137,113.562197,115.334921,115.334921,121,0,3530013251|7904540578|3806317421|1556433904|6366865920,36.5471
eval_risk_time_tradeoff_RI3_00037,RI3,balanced,Greedy-HazardAware,1,,5,1180.543604,130.403527,28687.018717,1.488938,3.584464,121.598485,124.135185,124.135185,183,0,3530013251|1556433904|7904540578|3806317421|6366865920,0.0546
eval_risk_time_tradeoff_RI3_00037,RI3,balanced,Macro-DP-Oracle,1,,5,1072.323127,104.272285,20528.240021,0.496313,3.049137,113.562197,115.334921,115.334921,121,0,3530013251|3806317421|7904540578|1556433904|6366865920,0.04
eval_risk_time_tradeoff_RI3_00037,RI3,balanced,Macro-DQN,1,,5,1110.850952,121.375921,25202.749804,2.725829,3.251536,114.095045,117.083727,117.083727,140,0,7904540578|3806317421|3530013251|1556433904|6366865920,36.5285
eval_risk_time_tradeoff_RI3_00038,RI3,balanced,Greedy-Time-Base,1,,5,4103.998157,291.493074,29799.470416,2.294005,11.348437,454.185245,461.006467,461.006467,100,0,9113361161|9110526970|9112704580|8725225491|7927149626,0.8065
eval_risk_time_tradeoff_RI3_00038,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,3593.48576,313.252263,50401.418224,3.570199,11.896306,385.413582,393.146835,393.146835,239,0,8725225491|9110526970|9112704580|7927149626|9113361161,47.5074
eval_risk_time_tradeoff_RI3_00038,RI3,balanced,Greedy-HazardAware,1,,5,3593.48576,313.252263,50401.418224,3.570199,11.896306,385.413582,393.146835,393.146835,239,0,8725225491|9110526970|9112704580|7927149626|9113361161,0.042
eval_risk_time_tradeoff_RI3_00038,RI3,balanced,Macro-DP-Oracle,1,,5,3197.720884,268.701816,40933.104708,2.666306,9.947773,345.381496,351.688536,351.688536,171,0,9113361161|8725225491|9110526970|9112704580|7927149626,0.0492
eval_risk_time_tradeoff_RI3_00038,RI3,balanced,Macro-DQN,1,,5,3197.720884,268.701816,40933.104708,2.666306,9.947773,345.381496,351.688536,351.688536,171,0,9113361161|8725225491|9110526970|9112704580|7927149626,44.3597
eval_risk_time_tradeoff_RI3_00039,RI3,balanced,Greedy-Time-Base,1,,5,1495.184407,126.289106,17984.446321,1.71178,3.668706,161.538414,164.228656,164.228656,158,0,7904508941|6636807977|1118275056|5223364744|9110297945,0.6094
eval_risk_time_tradeoff_RI3_00039,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,1068.410986,119.825395,25097.255353,2.175629,2.477723,109.642956,111.969632,111.969632,208,0,7904508941|6636807977|5223364744|9110297945|1118275056,36.082
eval_risk_time_tradeoff_RI3_00039,RI3,balanced,Greedy-HazardAware,1,,5,1134.327482,135.709776,30894.2749,2.394421,2.8881,114.701465,117.342726,117.342726,240,0,7904508941|5223364744|9110297945|1118275056|6636807977,0.0586
eval_risk_time_tradeoff_RI3_00039,RI3,balanced,Macro-DP-Oracle,1,,5,1068.410986,119.825395,25097.255353,2.175629,2.477723,109.642956,111.969632,111.969632,208,0,7904508941|6636807977|9110297945|5223364744|1118275056,0.0606
eval_risk_time_tradeoff_RI3_00039,RI3,balanced,Macro-DQN,1,,5,1073.679191,122.121908,25579.523138,2.657897,2.477723,109.642956,112.210766,112.210766,215,0,6636807977|7904508941|5223364744|9110297945|1118275056,38.067
eval_risk_time_tradeoff_RI3_00040,RI3,balanced,Greedy-Time-Base,1,,5,3129.213512,233.250521,27700.881015,1.753912,7.842153,344.655288,349.453321,349.453321,155,0,6408380988|3801768724|3527889747|9112312885|3527890795,0.956
eval_risk_time_tradeoff_RI3_00040,RI3,balanced,Greedy-Time-SoftPenalty,1,,5,2973.826559,224.206592,29004.443425,0.496313,7.702348,327.541149,331.640479,331.640479,154,0,6408380988|3801768724|3527889747|9112312885|3527890795,44.05
eval_risk_time_tradeoff_RI3_00040,RI3,balanced,Greedy-HazardAware,1,,5,2967.128429,280.948448,49508.513286,5.515427,10.062097,312.7478,320.536562,320.536562,290,0,3801768724|3527889747|9112312885|6408380988|3527890795,0.0625
