profile,ri_key,baseline,dqn_success_rate,baseline_success_rate,success_rate_delta,dqn_objective,baseline_objective,objective_delta_success,dqn_risk,baseline_risk,risk_delta_success,dqn_common_risk,baseline_common_risk,common_risk_delta_success,dqn_time,baseline_time,time_delta_success,dqn_blockage,baseline_blockage,blockage_delta_success
safe,RI2,Greedy-HazardAware,1.0,1.0,0.0,2511.90379,2607.604902,-95.701112,62.023919,64.360802,-2.336883,62.023919,64.360802,-2.336883,114.031334,122.241935,-8.210601,58.723744,60.703198,-1.979454
safe,RI3,Greedy-Time-Base,1.0,1.0,0.0,6993.796404,9185.297797,-2191.501393,173.742615,228.58385,-54.841235,173.742615,228.58385,-54.841235,165.795451,160.853652,4.941799,169.977525,224.837485,-54.85996
safe,RI3,Greedy-Time-SoftPenalty,1.0,1.0,0.0,6993.796404,7647.955706,-654.159302,173.742615,190.162766,-16.420151,173.742615,190.162766,-16.420151,165.795451,157.424503,8.370948,169.977525,186.311408,-16.333883
safe,RI3,Greedy-HazardAware,1.0,1.0,0.0,6993.796404,7360.814641,-367.018237,173.742615,182.812951,-9.070336,173.742615,182.812951,-9.070336,165.795451,181.173339,-15.377888,169.977525,178.663786,-8.686261
safe,RI4,Greedy-Time-Base,1.0,1.0,0.0,12959.71452,15868.742638,-2909.028118,322.12879,394.768918,-72.640128,322.12879,394.768918,-72.640128,287.470273,302.979819,-15.509546,317.29427,389.9264,-72.63213
safe,RI4,Greedy-Time-SoftPenalty,1.0,1.0,0.0,12959.71452,13898.977163,-939.262643,322.12879,345.581872,-23.453082,322.12879,345.581872,-23.453082,287.470273,292.609895,-5.139622,317.29427,340.696668,-23.402398
safe,RI4,Greedy-HazardAware,1.0,1.0,0.0,12959.71452,14211.590296,-1251.875776,322.12879,353.15929,-31.0305,322.12879,353.15929,-31.0305,287.470273,327.874504,-40.404231,317.29427,347.660247,-30.365977
safe,RI5,Greedy-Time-Base,1.0,1.0,0.0,15232.906763,18191.509119,-2958.602356,378.157209,451.928906,-73.771697,378.157209,451.928906,-73.771697,414.69617,446.875192,-32.179022,372.998791,446.614123,-73.615332
safe,RI5,Greedy-Time-SoftPenalty,1.0,1.0,0.0,15232.906763,16224.000321,-991.093558,378.157209,402.836853,-24.679644,378.157209,402.836853,-24.679644,414.69617,430.094639,-15.398469,372.998791,397.413253,-24.414462
safe,RI5,Greedy-HazardAware,1.0,1.0,0.0,15232.906763,16674.031082,-1441.124319,378.157209,413.834058,-35.676849,378.157209,413.834058,-35.676849,414.69617,468.545879,-53.849709,372.998791,407.926564,-34.927773
