ri_key,balanced_objective,balanced_time,balanced_common_risk,balanced_success_rate,fast_objective,fast_time,fast_common_risk,fast_success_rate,safe_objective,safe_time,safe_common_risk,safe_success_rate,safe_minus_fast_common_risk,safe_minus_fast_time,safe_lower_common_risk_than_fast,fast_faster_than_safe
RI2,639.561891,98.544457,62.19606,1.0,453.72273,86.872338,67.496943,1.0,2482.9597,110.231984,61.327042,1.0,-6.169901,23.359646,1,1
RI3,1436.961926,146.469698,153.333897,1.0,786.613344,141.923546,156.465795,1.0,6169.315819,156.055701,153.19166,1.0,-3.274135,14.132155,1,1
RI4,2702.288644,262.354388,290.891455,1.0,1436.077194,257.460604,294.270721,1.0,11698.581948,265.816824,290.738355,1.0,-3.532366,8.35622,1,1
RI5,3304.705411,389.298203,343.599262,1.0,2061.127522,386.685694,346.938107,1.0,13867.230979,391.8108,344.157543,1.0,-2.780564,5.125106,1,1
